GPTID,Keyword,ID,Created_At,Text,Source,UserID,Username,User_ScreenName,Location,Retweet_Count,Like_Count
0,#GPT,1645360690851635200,2023-04-10 09:38:52+00:00,"💥NEW $2,000 $CGPT Airdrop for RT &amp; Follow
🤑#ChainGPT to be #available on #DigiFinex @Chain_GPT 
 
⏰Trade Time April… https://t.co/OWtQ06xLxx",Twitter Web App,989251920610054144,DigiFinex Global,DigiFinex,Singapore,537,465
0,#GPT,1645334134225510400,2023-04-10 07:53:21+00:00,I have this strong Gut feeling GPT will do some fireworks today. Bithump listing confirmed too. Copy cat project la… https://t.co/IGMFX1n4Qe,Twitter for Android,1297503202464718850,Bull.BnB,bull_bnb,DXB,42,289
0,#GPT,1647840814310080515,2023-04-17 05:54:00+00:00,"En réponse au moratoire :  Il n’y aura pas de #GPT-5 avant un moment, a expliqué Sam Altman, l’homme à la tête d’… https://t.co/Ign5R3hEXR",TweetDeck,123298601,fabienne billat,fadouce,"Lyon, Paris  ",17,23
0,#GPT,1645760227722264577,2023-04-11 12:06:29+00:00,"🚀CryptoGPT #GPT is newly listed on Cwallet @CryptoGPT_org

AI is the next big thing in technology, we have momentum… https://t.co/t27dqNvnt0",Twitter Web App,1209048414387765248,Cwallet - Previously CCTip,cctip_com,,23,50
0,#GPT,1646090756657147904,2023-04-12 09:59:53+00:00,"Behind the Scenes of GPT's team edition skins👕✨

@FexxFPS 🗣️
""If I encounter player wearing our skin in the game, I… https://t.co/cuwhDejzD2",Twitter Media Studio,997194164788842497,PUBG Esports,PUBGEsports,,14,73
0,#GPT,1645757637311488007,2023-04-11 11:56:12+00:00,"GPT gerçekten çok özel bir proje.

@OpenAI üzerinde ki #Alex’in yanında aynı zamanda VPN , #AI2Earn ve #Layer2. ✔️… https://t.co/OXQSgr6rJS",Twitter for iPhone,220792953,Lady_Kripto 💎,1Lady_Crypto,,38,245
0,#GPT,1648316045210386432,2023-04-18 13:22:24+00:00,"New airdrop: GPT Protocol (GPT)
Total Reward: $200 USDT, $100 GPT &amp; 10 NFTs
Rate: ⭐️⭐️⭐️⭐️
Winners: 30 Random &amp; Top… https://t.co/uo3EHIETzo",Twitter Web App,1151153768165076992,Airdrop Inspector,airdropinspect,AirdropInspector,60,95
0,#GPT,1648340830040776706,2023-04-18 15:00:53+00:00,"ノーカット委員会質問で異例の30,000回再生達成！！

#サイバーセキュリティ
#AI #GPT  の政策最前線

[R5.04.07] 衆議院内閣委員会（平将明 vs 河野太郎 デジタル大臣、高市早苗 経済安全保障担当大臣）… https://t.co/c9F8kX3IoZ",Twitter for iPhone,106595422,平将明（たいらまさあき/Taira Masaaki）,TAIRAMASAAKI,東京都大田区,23,102
0,#GPT,1648794541074391046,2023-04-19 21:03:46+00:00,"Insane stuff!

Now you can compare all popular #LLMs in real time! 🤯

Models include:

✔️ All #GPT models (even… https://t.co/WnD29vkOn1",Twitter Web App,19628766,DataChazGPT 🤯 (not a bot),DataChaz,"London, UK.",25,80
0,#GPT,1648812898183987201,2023-04-19 22:16:43+00:00,Today #GeniusGroup launched our Genie AI Alpha powered by #GPT4 with a demo on our $GNS Investor Call. Thanks to ev… https://t.co/eTskII6s2z,Twitter Web App,17536486,Roger James Hamilton,rogerhamilton,Singapore,11,50
0,#GPT,1647927736239783936,2023-04-17 11:39:23+00:00,"Son dönem katıldığımız ön satışlar 

#MAGIKAL 35x
#GPT 33x
#CGPT 32x 
#Play 20x

Hepsinden açılıştı ana para + fazl… https://t.co/fhAmkPkith",Twitter for iPhone,1346521137921085440,MAG COİN,btc_magazin,,424,512
0,#GPT,1647530975839109120,2023-04-16 09:22:48+00:00,Ön satıştan alıp 35x i gördüğümüz #GPT üretmeye devam ediyor 🙌 yapay zeka hype devam ediyor bu tarz projelere katıl… https://t.co/iHdp0rrTc1,Twitter for iPhone,1346521137921085440,MAG COİN,btc_magazin,,372,485
0,#GPT,1645360690851635200,2023-04-10 09:38:52+00:00,"💥NEW $2,000 $CGPT Airdrop for RT &amp; Follow
🤑#ChainGPT to be #available on #DigiFinex @Chain_GPT 
 
⏰Trade Time April… https://t.co/OWtQ06xLxx",Twitter Web App,989251920610054144,DigiFinex Global,DigiFinex,Singapore,537,465
0,#GPT,1645334134225510400,2023-04-10 07:53:21+00:00,I have this strong Gut feeling GPT will do some fireworks today. Bithump listing confirmed too. Copy cat project la… https://t.co/IGMFX1n4Qe,Twitter for Android,1297503202464718850,Bull.BnB,bull_bnb,DXB,42,289
0,#GPT,1647840814310080515,2023-04-17 05:54:00+00:00,"En réponse au moratoire :  Il n’y aura pas de #GPT-5 avant un moment, a expliqué Sam Altman, l’homme à la tête d’… https://t.co/Ign5R3hEXR",TweetDeck,123298601,fabienne billat,fadouce,"Lyon, Paris  ",17,23
0,#GPT,1645760227722264577,2023-04-11 12:06:29+00:00,"🚀CryptoGPT #GPT is newly listed on Cwallet @CryptoGPT_org

AI is the next big thing in technology, we have momentum… https://t.co/t27dqNvnt0",Twitter Web App,1209048414387765248,Cwallet - Previously CCTip,cctip_com,,23,50
0,#GPT,1646090756657147904,2023-04-12 09:59:53+00:00,"Behind the Scenes of GPT's team edition skins👕✨

@FexxFPS 🗣️
""If I encounter player wearing our skin in the game, I… https://t.co/cuwhDejzD2",Twitter Media Studio,997194164788842497,PUBG Esports,PUBGEsports,,14,73
0,#GPT,1645757637311488007,2023-04-11 11:56:12+00:00,"GPT gerçekten çok özel bir proje.

@OpenAI üzerinde ki #Alex’in yanında aynı zamanda VPN , #AI2Earn ve #Layer2. ✔️… https://t.co/OXQSgr6rJS",Twitter for iPhone,220792953,Lady_Kripto 💎,1Lady_Crypto,,38,245
0,#GPT,1648316045210386432,2023-04-18 13:22:24+00:00,"New airdrop: GPT Protocol (GPT)
Total Reward: $200 USDT, $100 GPT &amp; 10 NFTs
Rate: ⭐️⭐️⭐️⭐️
Winners: 30 Random &amp; Top… https://t.co/uo3EHIETzo",Twitter Web App,1151153768165076992,Airdrop Inspector,airdropinspect,AirdropInspector,60,95
0,#GPT,1648340830040776706,2023-04-18 15:00:53+00:00,"ノーカット委員会質問で異例の30,000回再生達成！！

#サイバーセキュリティ
#AI #GPT  の政策最前線

[R5.04.07] 衆議院内閣委員会（平将明 vs 河野太郎 デジタル大臣、高市早苗 経済安全保障担当大臣）… https://t.co/c9F8kX3IoZ",Twitter for iPhone,106595422,平将明（たいらまさあき/Taira Masaaki）,TAIRAMASAAKI,東京都大田区,23,102
0,#GPT,1648794541074391046,2023-04-19 21:03:46+00:00,"Insane stuff!

Now you can compare all popular #LLMs in real time! 🤯

Models include:

✔️ All #GPT models (even… https://t.co/WnD29vkOn1",Twitter Web App,19628766,DataChazGPT 🤯 (not a bot),DataChaz,"London, UK.",25,80
0,#GPT,1648812898183987201,2023-04-19 22:16:43+00:00,Today #GeniusGroup launched our Genie AI Alpha powered by #GPT4 with a demo on our $GNS Investor Call. Thanks to ev… https://t.co/eTskII6s2z,Twitter Web App,17536486,Roger James Hamilton,rogerhamilton,Singapore,11,50
0,#GPT,1647927736239783936,2023-04-17 11:39:23+00:00,"Son dönem katıldığımız ön satışlar 

#MAGIKAL 35x
#GPT 33x
#CGPT 32x 
#Play 20x

Hepsinden açılıştı ana para + fazl… https://t.co/fhAmkPkith",Twitter for iPhone,1346521137921085440,MAG COİN,btc_magazin,,424,512
0,#GPT,1647530975839109120,2023-04-16 09:22:48+00:00,Ön satıştan alıp 35x i gördüğümüz #GPT üretmeye devam ediyor 🙌 yapay zeka hype devam ediyor bu tarz projelere katıl… https://t.co/iHdp0rrTc1,Twitter for iPhone,1346521137921085440,MAG COİN,btc_magazin,,372,485
0,#GPT,1645360690851635200,2023-04-10 09:38:52+00:00,"💥NEW $2,000 $CGPT Airdrop for RT &amp; Follow
🤑#ChainGPT to be #available on #DigiFinex @Chain_GPT 
 
⏰Trade Time April… https://t.co/OWtQ06xLxx",Twitter Web App,989251920610054144,DigiFinex Global,DigiFinex,Singapore,537,465
0,#GPT,1645334134225510400,2023-04-10 07:53:21+00:00,I have this strong Gut feeling GPT will do some fireworks today. Bithump listing confirmed too. Copy cat project la… https://t.co/IGMFX1n4Qe,Twitter for Android,1297503202464718850,Bull.BnB,bull_bnb,DXB,42,289
0,#GPT,1647840814310080515,2023-04-17 05:54:00+00:00,"En réponse au moratoire :  Il n’y aura pas de #GPT-5 avant un moment, a expliqué Sam Altman, l’homme à la tête d’… https://t.co/Ign5R3hEXR",TweetDeck,123298601,fabienne billat,fadouce,"Lyon, Paris  ",17,23
0,#GPT,1645760227722264577,2023-04-11 12:06:29+00:00,"🚀CryptoGPT #GPT is newly listed on Cwallet @CryptoGPT_org

AI is the next big thing in technology, we have momentum… https://t.co/t27dqNvnt0",Twitter Web App,1209048414387765248,Cwallet - Previously CCTip,cctip_com,,23,50
0,#GPT,1646090756657147904,2023-04-12 09:59:53+00:00,"Behind the Scenes of GPT's team edition skins👕✨

@FexxFPS 🗣️
""If I encounter player wearing our skin in the game, I… https://t.co/cuwhDejzD2",Twitter Media Studio,997194164788842497,PUBG Esports,PUBGEsports,,14,73
0,#GPT,1645757637311488007,2023-04-11 11:56:12+00:00,"GPT gerçekten çok özel bir proje.

@OpenAI üzerinde ki #Alex’in yanında aynı zamanda VPN , #AI2Earn ve #Layer2. ✔️… https://t.co/OXQSgr6rJS",Twitter for iPhone,220792953,Lady_Kripto 💎,1Lady_Crypto,,38,245
0,#GPT,1648316045210386432,2023-04-18 13:22:24+00:00,"New airdrop: GPT Protocol (GPT)
Total Reward: $200 USDT, $100 GPT &amp; 10 NFTs
Rate: ⭐️⭐️⭐️⭐️
Winners: 30 Random &amp; Top… https://t.co/uo3EHIETzo",Twitter Web App,1151153768165076992,Airdrop Inspector,airdropinspect,AirdropInspector,60,95
0,#GPT,1648340830040776706,2023-04-18 15:00:53+00:00,"ノーカット委員会質問で異例の30,000回再生達成！！

#サイバーセキュリティ
#AI #GPT  の政策最前線

[R5.04.07] 衆議院内閣委員会（平将明 vs 河野太郎 デジタル大臣、高市早苗 経済安全保障担当大臣）… https://t.co/c9F8kX3IoZ",Twitter for iPhone,106595422,平将明（たいらまさあき/Taira Masaaki）,TAIRAMASAAKI,東京都大田区,23,102
0,#GPT,1648794541074391046,2023-04-19 21:03:46+00:00,"Insane stuff!

Now you can compare all popular #LLMs in real time! 🤯

Models include:

✔️ All #GPT models (even… https://t.co/WnD29vkOn1",Twitter Web App,19628766,DataChazGPT 🤯 (not a bot),DataChaz,"London, UK.",25,80
0,#GPT,1648812898183987201,2023-04-19 22:16:43+00:00,Today #GeniusGroup launched our Genie AI Alpha powered by #GPT4 with a demo on our $GNS Investor Call. Thanks to ev… https://t.co/eTskII6s2z,Twitter Web App,17536486,Roger James Hamilton,rogerhamilton,Singapore,11,50
0,#GPT,1647927736239783936,2023-04-17 11:39:23+00:00,"Son dönem katıldığımız ön satışlar 

#MAGIKAL 35x
#GPT 33x
#CGPT 32x 
#Play 20x

Hepsinden açılıştı ana para + fazl… https://t.co/fhAmkPkith",Twitter for iPhone,1346521137921085440,MAG COİN,btc_magazin,,424,512
0,#GPT,1647530975839109120,2023-04-16 09:22:48+00:00,Ön satıştan alıp 35x i gördüğümüz #GPT üretmeye devam ediyor 🙌 yapay zeka hype devam ediyor bu tarz projelere katıl… https://t.co/iHdp0rrTc1,Twitter for iPhone,1346521137921085440,MAG COİN,btc_magazin,,372,485
0,#GPT,1645360690851635200,2023-04-10 09:38:52+00:00,"💥NEW $2,000 $CGPT Airdrop for RT &amp; Follow
🤑#ChainGPT to be #available on #DigiFinex @Chain_GPT 
 
⏰Trade Time April… https://t.co/OWtQ06xLxx",Twitter Web App,989251920610054144,DigiFinex Global,DigiFinex,Singapore,537,465
0,#GPT,1645334134225510400,2023-04-10 07:53:21+00:00,I have this strong Gut feeling GPT will do some fireworks today. Bithump listing confirmed too. Copy cat project la… https://t.co/IGMFX1n4Qe,Twitter for Android,1297503202464718850,Bull.BnB,bull_bnb,DXB,42,289
0,#GPT,1647840814310080515,2023-04-17 05:54:00+00:00,"En réponse au moratoire :  Il n’y aura pas de #GPT-5 avant un moment, a expliqué Sam Altman, l’homme à la tête d’… https://t.co/Ign5R3hEXR",TweetDeck,123298601,fabienne billat,fadouce,"Lyon, Paris  ",17,23
0,#GPT,1645760227722264577,2023-04-11 12:06:29+00:00,"🚀CryptoGPT #GPT is newly listed on Cwallet @CryptoGPT_org

AI is the next big thing in technology, we have momentum… https://t.co/t27dqNvnt0",Twitter Web App,1209048414387765248,Cwallet - Previously CCTip,cctip_com,,23,50
0,#GPT,1646090756657147904,2023-04-12 09:59:53+00:00,"Behind the Scenes of GPT's team edition skins👕✨

@FexxFPS 🗣️
""If I encounter player wearing our skin in the game, I… https://t.co/cuwhDejzD2",Twitter Media Studio,997194164788842497,PUBG Esports,PUBGEsports,,14,73
0,#GPT,1645757637311488007,2023-04-11 11:56:12+00:00,"GPT gerçekten çok özel bir proje.

@OpenAI üzerinde ki #Alex’in yanında aynı zamanda VPN , #AI2Earn ve #Layer2. ✔️… https://t.co/OXQSgr6rJS",Twitter for iPhone,220792953,Lady_Kripto 💎,1Lady_Crypto,,38,245
0,#GPT,1648316045210386432,2023-04-18 13:22:24+00:00,"New airdrop: GPT Protocol (GPT)
Total Reward: $200 USDT, $100 GPT &amp; 10 NFTs
Rate: ⭐️⭐️⭐️⭐️
Winners: 30 Random &amp; Top… https://t.co/uo3EHIETzo",Twitter Web App,1151153768165076992,Airdrop Inspector,airdropinspect,AirdropInspector,60,95
0,#GPT,1648340830040776706,2023-04-18 15:00:53+00:00,"ノーカット委員会質問で異例の30,000回再生達成！！

#サイバーセキュリティ
#AI #GPT  の政策最前線

[R5.04.07] 衆議院内閣委員会（平将明 vs 河野太郎 デジタル大臣、高市早苗 経済安全保障担当大臣）… https://t.co/c9F8kX3IoZ",Twitter for iPhone,106595422,平将明（たいらまさあき/Taira Masaaki）,TAIRAMASAAKI,東京都大田区,23,102
0,#GPT,1648794541074391046,2023-04-19 21:03:46+00:00,"Insane stuff!

Now you can compare all popular #LLMs in real time! 🤯

Models include:

✔️ All #GPT models (even… https://t.co/WnD29vkOn1",Twitter Web App,19628766,DataChazGPT 🤯 (not a bot),DataChaz,"London, UK.",25,80
0,#GPT,1648812898183987201,2023-04-19 22:16:43+00:00,Today #GeniusGroup launched our Genie AI Alpha powered by #GPT4 with a demo on our $GNS Investor Call. Thanks to ev… https://t.co/eTskII6s2z,Twitter Web App,17536486,Roger James Hamilton,rogerhamilton,Singapore,11,50
0,#GPT,1647927736239783936,2023-04-17 11:39:23+00:00,"Son dönem katıldığımız ön satışlar 

#MAGIKAL 35x
#GPT 33x
#CGPT 32x 
#Play 20x

Hepsinden açılıştı ana para + fazl… https://t.co/fhAmkPkith",Twitter for iPhone,1346521137921085440,MAG COİN,btc_magazin,,424,512
0,#GPT,1647530975839109120,2023-04-16 09:22:48+00:00,Ön satıştan alıp 35x i gördüğümüz #GPT üretmeye devam ediyor 🙌 yapay zeka hype devam ediyor bu tarz projelere katıl… https://t.co/iHdp0rrTc1,Twitter for iPhone,1346521137921085440,MAG COİN,btc_magazin,,372,485
0,#GPT,1645360690851635200,2023-04-10 09:38:52+00:00,"💥NEW $2,000 $CGPT Airdrop for RT &amp; Follow
🤑#ChainGPT to be #available on #DigiFinex @Chain_GPT 
 
⏰Trade Time April… https://t.co/OWtQ06xLxx",Twitter Web App,989251920610054144,DigiFinex Global,DigiFinex,Singapore,537,465
0,#GPT,1645334134225510400,2023-04-10 07:53:21+00:00,I have this strong Gut feeling GPT will do some fireworks today. Bithump listing confirmed too. Copy cat project la… https://t.co/IGMFX1n4Qe,Twitter for Android,1297503202464718850,Bull.BnB,bull_bnb,DXB,42,289
0,#GPT,1647840814310080515,2023-04-17 05:54:00+00:00,"En réponse au moratoire :  Il n’y aura pas de #GPT-5 avant un moment, a expliqué Sam Altman, l’homme à la tête d’… https://t.co/Ign5R3hEXR",TweetDeck,123298601,fabienne billat,fadouce,"Lyon, Paris  ",17,23
0,#GPT,1645760227722264577,2023-04-11 12:06:29+00:00,"🚀CryptoGPT #GPT is newly listed on Cwallet @CryptoGPT_org

AI is the next big thing in technology, we have momentum… https://t.co/t27dqNvnt0",Twitter Web App,1209048414387765248,Cwallet - Previously CCTip,cctip_com,,23,50
0,#GPT,1646090756657147904,2023-04-12 09:59:53+00:00,"Behind the Scenes of GPT's team edition skins👕✨

@FexxFPS 🗣️
""If I encounter player wearing our skin in the game, I… https://t.co/cuwhDejzD2",Twitter Media Studio,997194164788842497,PUBG Esports,PUBGEsports,,14,73
0,#GPT,1645757637311488007,2023-04-11 11:56:12+00:00,"GPT gerçekten çok özel bir proje.

@OpenAI üzerinde ki #Alex’in yanında aynı zamanda VPN , #AI2Earn ve #Layer2. ✔️… https://t.co/OXQSgr6rJS",Twitter for iPhone,220792953,Lady_Kripto 💎,1Lady_Crypto,,38,245
0,#GPT,1648316045210386432,2023-04-18 13:22:24+00:00,"New airdrop: GPT Protocol (GPT)
Total Reward: $200 USDT, $100 GPT &amp; 10 NFTs
Rate: ⭐️⭐️⭐️⭐️
Winners: 30 Random &amp; Top… https://t.co/uo3EHIETzo",Twitter Web App,1151153768165076992,Airdrop Inspector,airdropinspect,AirdropInspector,60,95
0,#GPT,1648340830040776706,2023-04-18 15:00:53+00:00,"ノーカット委員会質問で異例の30,000回再生達成！！

#サイバーセキュリティ
#AI #GPT  の政策最前線

[R5.04.07] 衆議院内閣委員会（平将明 vs 河野太郎 デジタル大臣、高市早苗 経済安全保障担当大臣）… https://t.co/c9F8kX3IoZ",Twitter for iPhone,106595422,平将明（たいらまさあき/Taira Masaaki）,TAIRAMASAAKI,東京都大田区,23,102
0,#GPT,1648794541074391046,2023-04-19 21:03:46+00:00,"Insane stuff!

Now you can compare all popular #LLMs in real time! 🤯

Models include:

✔️ All #GPT models (even… https://t.co/WnD29vkOn1",Twitter Web App,19628766,DataChazGPT 🤯 (not a bot),DataChaz,"London, UK.",25,80
0,#GPT,1648812898183987201,2023-04-19 22:16:43+00:00,Today #GeniusGroup launched our Genie AI Alpha powered by #GPT4 with a demo on our $GNS Investor Call. Thanks to ev… https://t.co/eTskII6s2z,Twitter Web App,17536486,Roger James Hamilton,rogerhamilton,Singapore,11,50
0,#GPT,1647927736239783936,2023-04-17 11:39:23+00:00,"Son dönem katıldığımız ön satışlar 

#MAGIKAL 35x
#GPT 33x
#CGPT 32x 
#Play 20x

Hepsinden açılıştı ana para + fazl… https://t.co/fhAmkPkith",Twitter for iPhone,1346521137921085440,MAG COİN,btc_magazin,,424,512
0,#GPT,1647530975839109120,2023-04-16 09:22:48+00:00,Ön satıştan alıp 35x i gördüğümüz #GPT üretmeye devam ediyor 🙌 yapay zeka hype devam ediyor bu tarz projelere katıl… https://t.co/iHdp0rrTc1,Twitter for iPhone,1346521137921085440,MAG COİN,btc_magazin,,372,485
0,#GPT,1645360690851635200,2023-04-10 09:38:52+00:00,"💥NEW $2,000 $CGPT Airdrop for RT &amp; Follow
🤑#ChainGPT to be #available on #DigiFinex @Chain_GPT 
 
⏰Trade Time April… https://t.co/OWtQ06xLxx",Twitter Web App,989251920610054144,DigiFinex Global,DigiFinex,Singapore,537,465
